,beat,pitch,beat_pitch,midi
304,"[[1, 5, 8, 9], [1, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 9, 11]]","[[70, 58, 74, 72], [70, 79, 76, 77, 77], [70, 70, 69, 74, 76, 73, 71], [70, 69, 71, 72, 74, 72, 71, 74], [70, 70, 69, 72, 76, 74, 72, 70, 72], [70, 69, 66, 66, 67, 62, 67, 71, 69, 67], [70, 70, 69, 67, 65, 62, 65, 64], [70, 70, 73, 74, 70, 69]]","[[(1, 70), (5, 58), (8, 74), (9, 72)], [(1, 70), (5, 79), (7, 76), (8, 77), (9, 77)], [(1, 70), (3, 70), (5, 69), (7, 74), (8, 76), (9, 73), (11, 71)], [(1, 70), (3, 69), (4, 71), (5, 72), (7, 74), (8, 72), (9, 71), (11, 74)], [(1, 70), (3, 70), (4, 69), (5, 72), (7, 76), (8, 74), (9, 72), (11, 70), (12, 72)], [(1, 70), (3, 69), (4, 66), (5, 66), (6, 67), (7, 62), (8, 67), (9, 71), (11, 69), (12, 67)], [(1, 70), (3, 70), (4, 69), (5, 67), (7, 65), (9, 62), (11, 65), (12, 64)], [(1, 70), (3, 70), (4, 73), (5, 74), (9, 70), (11, 69)]]",<music21.stream.Stream 0x1a347e9a070>
305,"[[1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 10], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 12]]","[[81, 77, 79, 77, 76, 74, 72], [81, 79, 78, 76, 76, 77, 79, 77, 79], [81, 76, 74, 76, 69, 71, 72, 69], [81, 78, 76, 77, 79, 77, 76, 77], [81, 76, 75, 77, 76, 81], [81, 79, 77, 72, 57, 60, 57, 64], [81, 79, 78, 81, 77, 74], [81, 79, 78, 76, 79, 81, 79]]","[[(1, 81), (3, 77), (5, 79), (6, 77), (7, 76), (8, 74), (9, 72)], [(1, 81), (2, 79), (3, 78), (4, 76), (5, 76), (6, 77), (7, 79), (8, 77), (9, 79)], [(1, 81), (3, 76), (4, 74), (5, 76), (6, 69), (7, 71), (8, 72), (9, 69)], [(1, 81), (2, 78), (3, 76), (4, 77), (5, 79), (6, 77), (7, 76), (9, 77)], [(1, 81), (3, 76), (4, 75), (5, 77), (7, 76), (9, 81)], [(1, 81), (3, 79), (4, 77), (5, 72), (7, 57), (8, 60), (9, 57), (10, 64)], [(1, 81), (3, 79), (5, 78), (7, 81), (8, 77), (9, 74)], [(1, 81), (3, 79), (5, 78), (7, 76), (8, 79), (9, 81), (12, 79)]]",<music21.stream.Stream 0x1a348041be0>
306,"[[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11]]","[[72, 70, 69, 72, 71, 72, 76, 74, 76, 74, 78], [72, 71, 71, 69, 72, 69, 79, 77], [72, 71, 74, 76, 77, 76, 79, 74, 76, 78, 79], [72, 70, 70, 69, 71, 69, 69, 67], [72, 74, 74, 78, 78, 81, 76], [72, 74, 77, 79, 79, 76, 74, 74, 73], [72, 76, 73, 74, 74, 76, 74, 70], [72, 71, 72, 71, 72, 76, 78, 76]]","[[(1, 72), (3, 70), (4, 69), (5, 72), (6, 71), (7, 72), (8, 76), (9, 74), (10, 76), (11, 74), (12, 78)], [(1, 72), (3, 71), (5, 71), (7, 69), (8, 72), (9, 69), (11, 79), (12, 77)], [(1, 72), (3, 71), (4, 74), (5, 76), (6, 77), (7, 76), (8, 79), (9, 74), (10, 76), (11, 78), (12, 79)], [(1, 72), (3, 70), (5, 70), (7, 69), (8, 71), (9, 69), (11, 69), (12, 67)], [(1, 72), (3, 74), (5, 74), (7, 78), (9, 78), (11, 81), (12, 76)], [(1, 72), (3, 74), (4, 77), (5, 79), (7, 79), (8, 76), (9, 74), (11, 74), (12, 73)], [(1, 72), (3, 76), (4, 73), (5, 74), (7, 74), (9, 76), (11, 74), (12, 70)], [(1, 72), (2, 71), (3, 72), (4, 71), (5, 72), (7, 76), (9, 78), (11, 76)]]",<music21.stream.Stream 0x1a3480978e0>
307,"[[1, 2, 3, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 9]]","[[78, 74, 72, 63, 62, 64, 62, 64], [78, 81, 80, 81, 76, 78, 79, 76], [78, 76, 72, 74, 76, 74, 79, 70, 68], [78, 78, 79, 76, 79, 82, 79, 83], [78, 74, 72, 76, 72, 70, 67, 66], [78, 79, 76, 73, 71, 72, 76], [78, 79, 78, 76, 74, 62], [78, 79, 75, 79, 76, 75, 74, 76]]","[[(1, 78), (2, 74), (3, 72), (5, 63), (7, 62), (9, 64), (11, 62), (12, 64)], [(1, 78), (2, 81), (3, 80), (4, 81), (5, 76), (7, 78), (9, 79), (11, 76)], [(1, 78), (2, 76), (3, 72), (4, 74), (5, 76), (7, 74), (9, 79), (11, 70), (12, 68)], [(1, 78), (3, 78), (4, 79), (5, 76), (7, 79), (9, 82), (11, 79), (12, 83)], [(1, 78), (2, 74), (3, 72), (4, 76), (5, 72), (7, 70), (9, 67), (11, 66)], [(1, 78), (2, 79), (3, 76), (4, 73), (5, 71), (7, 72), (9, 76)], [(1, 78), (2, 79), (3, 78), (4, 76), (5, 74), (9, 62)], [(1, 78), (2, 79), (3, 75), (4, 79), (5, 76), (6, 75), (7, 74), (9, 76)]]",<music21.stream.Stream 0x1a347fa2b50>
308,"[[1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9]]","[[62, 76, 77, 76, 73, 71], [62, 66, 64, 65, 81, 79, 77], [62, 65, 63, 67, 65, 77, 80, 79, 81], [62, 64, 65, 68, 72, 74, 72, 74, 74], [62, 67, 69, 65, 67, 71, 67, 65], [62, 65, 69, 71, 72, 72, 64, 62], [62, 66, 67, 66, 67, 66], [62, 67, 70, 62, 82, 81, 79]]","[[(1, 62), (3, 76), (4, 77), (5, 76), (7, 73), (9, 71)], [(1, 62), (3, 66), (4, 64), (5, 65), (7, 81), (8, 79), (9, 77)], [(1, 62), (2, 65), (3, 63), (4, 67), (5, 65), (7, 77), (8, 80), (9, 79), (11, 81)], [(1, 62), (2, 64), (3, 65), (4, 68), (5, 72), (6, 74), (7, 72), (8, 74), (9, 74)], [(1, 62), (2, 67), (3, 69), (4, 65), (5, 67), (7, 71), (8, 67), (9, 65)], [(1, 62), (2, 65), (3, 69), (4, 71), (5, 72), (7, 72), (8, 64), (9, 62)], [(1, 62), (3, 66), (4, 67), (5, 66), (7, 67), (9, 66)], [(1, 62), (3, 67), (4, 70), (5, 62), (7, 82), (8, 81), (9, 79)]]",<music21.stream.Stream 0x1a3480f02e0>
309,"[[1, 3, 4, 5, 9, 12], [1, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 9, 11], [1, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12]]","[[72, 72, 71, 69, 67, 69], [72, 74, 73, 74, 62, 60], [72, 71, 74, 77, 70, 69, 69], [72, 69, 71, 72, 74, 77, 70], [72, 69, 74, 72, 72, 72, 70, 72], [72, 74, 79, 81, 77, 65, 69, 66], [72, 74, 73, 74, 70, 74, 72, 74, 71, 69], [72, 79, 76, 74, 72, 74, 76, 74]]","[[(1, 72), (3, 72), (4, 71), (5, 69), (9, 67), (12, 69)], [(1, 72), (3, 74), (4, 73), (5, 74), (9, 62), (11, 60)], [(1, 72), (2, 71), (3, 74), (4, 77), (5, 70), (9, 69), (11, 69)], [(1, 72), (3, 69), (4, 71), (5, 72), (9, 74), (11, 77), (12, 70)], [(1, 72), (2, 69), (3, 74), (4, 72), (5, 72), (9, 72), (11, 70), (12, 72)], [(1, 72), (2, 74), (3, 79), (4, 81), (5, 77), (7, 65), (9, 69), (12, 66)], [(1, 72), (2, 74), (3, 73), (4, 74), (5, 70), (7, 74), (8, 72), (9, 74), (11, 71), (12, 69)], [(1, 72), (3, 79), (4, 76), (5, 74), (7, 72), (9, 74), (11, 76), (12, 74)]]",<music21.stream.Stream 0x1a347e83610>
310,"[[1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 4, 5, 9], [1, 3, 4, 5, 9]]","[[79, 83, 79, 81, 80, 80], [79, 77, 76, 77, 79, 78, 76, 78], [79, 77, 76, 78, 81, 85, 83, 79], [79, 81, 82, 72, 71, 69], [79, 80, 81, 79, 77], [79, 80, 81, 79, 81], [79, 78, 79, 77], [79, 79, 79, 79, 75]]","[[(1, 79), (3, 83), (4, 79), (5, 81), (7, 80), (9, 80)], [(1, 79), (2, 77), (3, 76), (4, 77), (5, 79), (6, 78), (7, 76), (9, 78)], [(1, 79), (2, 77), (3, 76), (4, 78), (5, 81), (7, 85), (8, 83), (9, 79)], [(1, 79), (3, 81), (4, 82), (5, 72), (7, 71), (9, 69)], [(1, 79), (3, 80), (4, 81), (5, 79), (9, 77)], [(1, 79), (3, 80), (4, 81), (5, 79), (9, 81)], [(1, 79), (4, 78), (5, 79), (9, 77)], [(1, 79), (3, 79), (4, 79), (5, 79), (9, 75)]]",<music21.stream.Stream 0x1a348151670>
311,"[[1, 2, 3, 5, 7, 8, 9, 10, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11]]","[[79, 78, 79, 81, 82, 79, 78, 81, 82], [79, 70, 62, 62, 60, 63, 79], [79, 79, 79, 83, 79, 81], [79, 76, 77, 79, 74, 73, 71, 72], [79, 77, 76, 77, 70, 67], [79, 78, 74, 73, 74, 73, 74, 77], [79, 64, 65, 64, 64, 62], [79, 71, 73, 74, 76, 73, 71, 69]]","[[(1, 79), (2, 78), (3, 79), (5, 81), (7, 82), (8, 79), (9, 78), (10, 81), (11, 82)], [(1, 79), (3, 70), (5, 62), (7, 62), (8, 60), (9, 63), (11, 79)], [(1, 79), (3, 79), (5, 79), (7, 83), (8, 79), (9, 81)], [(1, 79), (2, 76), (3, 77), (4, 79), (5, 74), (7, 73), (8, 71), (9, 72)], [(1, 79), (3, 77), (4, 76), (5, 77), (7, 70), (9, 67)], [(1, 79), (2, 78), (3, 74), (4, 73), (5, 74), (7, 73), (9, 74), (11, 77)], [(1, 79), (3, 64), (4, 65), (5, 64), (9, 64), (11, 62)], [(1, 79), (3, 71), (4, 73), (5, 74), (7, 76), (8, 73), (9, 71), (11, 69)]]",<music21.stream.Stream 0x1a348198070>
312,"[[1, 3, 4, 5, 7, 9, 10], [1, 3, 4, 5, 6, 7, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 10], [1, 3, 4, 5, 9, 10, 11], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12]]","[[83, 83, 79, 81, 79, 81, 76], [83, 83, 79, 76, 79, 81, 81, 76, 73, 71], [83, 83, 81, 77, 74, 73, 71], [83, 83, 79, 81, 81, 79, 78], [83, 79, 81, 79, 72, 71, 73], [83, 81, 82, 84, 83, 80, 78, 81, 83], [83, 79, 83, 78, 76, 77, 74, 75], [83, 81, 78, 74, 79, 70, 72, 74, 71, 69]]","[[(1, 83), (3, 83), (4, 79), (5, 81), (7, 79), (9, 81), (10, 76)], [(1, 83), (3, 83), (4, 79), (5, 76), (6, 79), (7, 81), (9, 81), (10, 76), (11, 73), (12, 71)], [(1, 83), (3, 83), (4, 81), (5, 77), (7, 74), (9, 73), (10, 71)], [(1, 83), (3, 83), (4, 79), (5, 81), (9, 81), (10, 79), (11, 78)], [(1, 83), (3, 79), (4, 81), (5, 79), (9, 72), (11, 71), (12, 73)], [(1, 83), (3, 81), (4, 82), (5, 84), (7, 83), (8, 80), (9, 78), (11, 81), (12, 83)], [(1, 83), (3, 79), (4, 83), (5, 78), (7, 76), (8, 77), (9, 74), (12, 75)], [(1, 83), (2, 81), (3, 78), (4, 74), (5, 79), (7, 70), (8, 72), (9, 74), (11, 71), (12, 69)]]",<music21.stream.Stream 0x1a347e13520>
313,"[[1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]]","[[64, 72, 75, 74, 77, 81, 78, 69, 66], [64, 67, 71, 72, 74, 62, 64], [64, 74, 75, 74, 70, 70, 70], [64, 67, 66, 67, 72, 71], [64, 67, 66, 67, 69, 70, 74, 72], [64, 74, 77, 76, 74, 73, 71, 72], [64, 74, 78, 74, 73, 69, 71, 69], [64, 72, 70, 72, 74, 77, 76, 73, 71, 67, 66]]","[[(1, 64), (2, 72), (3, 75), (4, 74), (5, 77), (7, 81), (9, 78), (11, 69), (12, 66)], [(1, 64), (2, 67), (3, 71), (4, 72), (5, 74), (9, 62), (11, 64)], [(1, 64), (2, 74), (3, 75), (4, 74), (5, 70), (7, 70), (9, 70)], [(1, 64), (3, 67), (4, 66), (5, 67), (7, 72), (9, 71)], [(1, 64), (3, 67), (4, 66), (5, 67), (6, 69), (7, 70), (8, 74), (9, 72)], [(1, 64), (2, 74), (3, 77), (5, 76), (6, 74), (7, 73), (8, 71), (9, 72)], [(1, 64), (2, 74), (3, 78), (4, 74), (5, 73), (6, 69), (7, 71), (9, 69)], [(1, 64), (2, 72), (3, 70), (4, 72), (5, 74), (6, 77), (7, 76), (8, 73), (9, 71), (11, 67), (12, 66)]]",<music21.stream.Stream 0x1a3481f3820>
314,"[[1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 8, 9]]","[[76, 76, 75, 77, 76, 77, 79, 81], [76, 74, 73, 76, 74, 76, 79, 78], [76, 74, 66, 67, 69, 67], [76, 74, 73, 72, 72, 69, 69], [76, 74, 79, 76, 74, 76, 78, 74], [76, 76, 74, 76, 79, 76, 77, 79], [76, 60, 60, 62, 65, 67, 69, 68], [76, 74, 73, 74, 76, 81]]","[[(1, 76), (3, 76), (4, 75), (5, 77), (6, 76), (7, 77), (8, 79), (9, 81)], [(1, 76), (3, 74), (4, 73), (5, 76), (6, 74), (7, 76), (8, 79), (9, 78)], [(1, 76), (3, 74), (4, 66), (5, 67), (8, 69), (9, 67)], [(1, 76), (3, 74), (4, 73), (5, 72), (7, 72), (8, 69), (9, 69)], [(1, 76), (2, 74), (3, 79), (4, 76), (5, 74), (7, 76), (8, 78), (9, 74)], [(1, 76), (3, 76), (4, 74), (5, 76), (6, 79), (7, 76), (8, 77), (9, 79)], [(1, 76), (3, 60), (4, 60), (5, 62), (7, 65), (8, 67), (9, 69), (11, 68)], [(1, 76), (3, 74), (4, 73), (5, 74), (8, 76), (9, 81)]]",<music21.stream.Stream 0x1a348178dc0>
315,"[[1, 2, 3, 4, 5, 7, 9, 12], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9, 12], [1, 3, 4, 5, 9, 11, 12], [1, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[71, 69, 71, 55, 71, 72, 76, 78], [71, 69, 68, 71, 72, 74], [71, 71, 75, 72, 71, 73, 74], [71, 73, 71, 69, 57, 73, 74], [71, 74, 72, 74, 72, 74], [71, 72, 71, 73, 74, 71, 69, 65], [71, 69, 79, 83, 78, 78, 78, 76], [71, 74, 73, 74, 76, 76]]","[[(1, 71), (2, 69), (3, 71), (4, 55), (5, 71), (7, 72), (9, 76), (12, 78)], [(1, 71), (3, 69), (4, 68), (5, 71), (7, 72), (9, 74)], [(1, 71), (3, 71), (4, 75), (5, 72), (7, 71), (9, 73), (12, 74)], [(1, 71), (3, 73), (4, 71), (5, 69), (9, 57), (11, 73), (12, 74)], [(1, 71), (4, 74), (5, 72), (9, 74), (11, 72), (12, 74)], [(1, 71), (2, 72), (3, 71), (4, 73), (5, 74), (9, 71), (11, 69), (12, 65)], [(1, 71), (2, 69), (3, 79), (4, 83), (5, 78), (7, 78), (9, 78), (11, 76)], [(1, 71), (2, 74), (3, 73), (4, 74), (5, 76), (9, 76)]]",<music21.stream.Stream 0x1a348251be0>
316,"[[1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12]]","[[66, 69, 71, 73, 73, 74, 72, 70], [66, 74, 72, 77, 74, 78, 74, 64, 74], [66, 64, 66, 67, 66, 62, 60, 70, 72], [66, 81, 79, 81, 77, 79, 78, 74], [66, 67, 66, 66, 81, 76, 74, 79, 77], [66, 62, 67, 64, 67, 70, 72, 70, 74, 72, 70], [66, 74, 73, 69, 72, 71, 74, 73, 69, 71], [66, 67, 66, 67, 66, 66, 67, 65, 64, 62]]","[[(1, 66), (3, 69), (4, 71), (5, 73), (7, 73), (8, 74), (9, 72), (11, 70)], [(1, 66), (3, 74), (4, 72), (5, 77), (6, 74), (7, 78), (8, 74), (9, 64), (11, 74)], [(1, 66), (3, 64), (4, 66), (5, 67), (7, 66), (8, 62), (9, 60), (11, 70), (12, 72)], [(1, 66), (3, 81), (5, 79), (7, 81), (8, 77), (9, 79), (11, 78), (12, 74)], [(1, 66), (2, 67), (3, 66), (5, 66), (7, 81), (8, 76), (9, 74), (11, 79), (12, 77)], [(1, 66), (2, 62), (3, 67), (4, 64), (5, 67), (7, 70), (8, 72), (9, 70), (10, 74), (11, 72), (12, 70)], [(1, 66), (3, 74), (4, 73), (5, 69), (6, 72), (7, 71), (8, 74), (9, 73), (11, 69), (12, 71)], [(1, 66), (2, 67), (3, 66), (4, 67), (5, 66), (7, 66), (8, 67), (9, 65), (11, 64), (12, 62)]]",<music21.stream.Stream 0x1a348232280>
317,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 6, 7, 8, 9, 11]]","[[67, 71, 72, 71, 67, 55, 72, 74, 72], [67, 69, 67, 65, 67, 65, 69], [67, 65, 63, 67, 67, 55, 71], [67, 65, 72, 70, 69, 57, 59, 57], [67, 69, 70, 69, 70, 65, 69, 66, 67, 70, 74], [67, 66, 67, 65, 67, 66, 67, 69, 67], [67, 66, 69, 67, 66, 69, 72, 72, 69], [67, 69, 71, 69, 65, 67, 69, 67, 55]]","[[(1, 67), (3, 71), (4, 72), (5, 71), (7, 67), (8, 55), (9, 72), (11, 74), (12, 72)], [(1, 67), (3, 69), (4, 67), (5, 65), (7, 67), (9, 65), (11, 69)], [(1, 67), (2, 65), (3, 63), (4, 67), (5, 67), (9, 55), (11, 71)], [(1, 67), (2, 65), (3, 72), (4, 70), (5, 69), (9, 57), (11, 59), (12, 57)], [(1, 67), (2, 69), (3, 70), (4, 69), (5, 70), (6, 65), (7, 69), (8, 66), (9, 67), (11, 70), (12, 74)], [(1, 67), (2, 66), (3, 67), (4, 65), (5, 67), (6, 66), (7, 67), (8, 69), (9, 67)], [(1, 67), (3, 66), (4, 69), (5, 67), (6, 66), (7, 69), (8, 72), (9, 72), (10, 69)], [(1, 67), (3, 69), (4, 71), (5, 69), (6, 65), (7, 67), (8, 69), (9, 67), (11, 55)]]",<music21.stream.Stream 0x1a3482d0be0>
318,"[[1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 10], [1, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9]]","[[74, 74, 72, 74, 69, 70, 69, 70], [74, 72, 70, 62, 64, 62, 61, 62], [74, 76, 77, 75, 77, 77, 81, 79], [74, 76, 72, 69, 74, 69, 67], [74, 73, 74, 73, 74, 79], [74, 69, 68, 69, 65, 67, 71, 74], [74, 72, 74, 71, 72, 69], [74, 74, 69, 70, 65, 64, 67, 72]]","[[(1, 74), (3, 74), (4, 72), (5, 74), (7, 69), (8, 70), (9, 69), (11, 70)], [(1, 74), (3, 72), (4, 70), (5, 62), (6, 64), (7, 62), (8, 61), (9, 62)], [(1, 74), (3, 76), (4, 77), (5, 75), (6, 77), (7, 77), (8, 81), (9, 79)], [(1, 74), (3, 76), (4, 72), (5, 69), (7, 74), (8, 69), (9, 67)], [(1, 74), (3, 73), (4, 74), (5, 73), (7, 74), (9, 79)], [(1, 74), (3, 69), (4, 68), (5, 69), (7, 65), (8, 67), (9, 71), (10, 74)], [(1, 74), (4, 72), (5, 74), (7, 71), (8, 72), (9, 69)], [(1, 74), (3, 74), (4, 69), (5, 70), (6, 65), (7, 64), (8, 67), (9, 72)]]",<music21.stream.Stream 0x1a348137640>
319,"[[1, 3, 5, 9], [1, 3, 5, 9], [1, 3, 5, 7, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9]]","[[78, 78, 74, 62], [78, 74, 74, 72], [78, 76, 79, 78, 79], [78, 76, 73, 69, 70, 72, 76], [78, 79, 77, 76, 79, 77, 77, 76], [78, 79, 79, 78, 74, 76], [78, 76, 78, 76, 74, 76, 78, 78], [78, 76, 77, 75, 76, 73]]","[[(1, 78), (3, 78), (5, 74), (9, 62)], [(1, 78), (3, 74), (5, 74), (9, 72)], [(1, 78), (3, 76), (5, 79), (7, 78), (9, 79)], [(1, 78), (3, 76), (5, 73), (6, 69), (7, 70), (8, 72), (9, 76)], [(1, 78), (3, 79), (5, 77), (6, 76), (7, 79), (8, 77), (9, 77), (11, 76)], [(1, 78), (3, 79), (5, 79), (7, 78), (8, 74), (9, 76)], [(1, 78), (2, 76), (3, 78), (4, 76), (5, 74), (7, 76), (8, 78), (9, 78)], [(1, 78), (3, 76), (4, 77), (5, 75), (7, 76), (9, 73)]]",<music21.stream.Stream 0x1a348366340>
320,"[[1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 10], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9, 11, 12]]","[[72, 74, 70, 74, 72, 76, 72, 72, 70, 69], [72, 60, 62, 61, 62, 69, 72, 74, 76], [72, 72, 70, 74, 71, 73, 69], [72, 71, 72, 70, 69, 72, 71, 72, 71], [72, 74, 76, 76, 74, 77, 74], [72, 71, 67, 66, 74, 72, 74], [72, 69, 67, 66, 67, 62, 62, 65], [72, 71, 69, 70, 70, 58, 55, 60]]","[[(1, 72), (3, 74), (4, 70), (5, 74), (6, 72), (7, 76), (8, 72), (9, 72), (10, 70), (11, 69)], [(1, 72), (3, 60), (4, 62), (5, 61), (6, 62), (7, 69), (8, 72), (9, 74), (11, 76)], [(1, 72), (3, 72), (4, 70), (5, 74), (7, 71), (8, 73), (9, 69)], [(1, 72), (2, 71), (3, 72), (4, 70), (5, 69), (7, 72), (8, 71), (9, 72), (10, 71)], [(1, 72), (2, 74), (3, 76), (5, 76), (7, 74), (8, 77), (9, 74)], [(1, 72), (2, 71), (3, 67), (4, 66), (5, 74), (7, 72), (9, 74)], [(1, 72), (2, 69), (3, 67), (4, 66), (5, 67), (7, 62), (9, 62), (11, 65)], [(1, 72), (2, 71), (3, 69), (4, 70), (5, 70), (9, 58), (11, 55), (12, 60)]]",<music21.stream.Stream 0x1a3483c02b0>
321,"[[1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9]]","[[77, 77, 79, 79, 77, 74], [77, 76, 77, 76, 80, 81, 76, 78], [77, 76, 77, 79, 78, 81, 79], [77, 76, 74, 76, 78, 79], [77, 76, 77, 76, 79, 75, 74], [77, 76, 74, 79, 77, 72, 74, 72], [77, 76, 78, 76, 74, 73, 74, 76], [77, 79, 77, 79, 76, 71]]","[[(1, 77), (3, 77), (4, 79), (5, 79), (7, 77), (9, 74)], [(1, 77), (3, 76), (4, 77), (5, 76), (7, 80), (8, 81), (9, 76), (11, 78)], [(1, 77), (3, 76), (4, 77), (5, 79), (7, 78), (8, 81), (9, 79)], [(1, 77), (3, 76), (4, 74), (5, 76), (7, 78), (9, 79)], [(1, 77), (2, 76), (3, 77), (4, 76), (5, 79), (7, 75), (9, 74)], [(1, 77), (2, 76), (3, 74), (4, 79), (5, 77), (7, 72), (8, 74), (9, 72)], [(1, 77), (3, 76), (4, 78), (5, 76), (6, 74), (7, 73), (8, 74), (9, 76)], [(1, 77), (5, 79), (6, 77), (7, 79), (8, 76), (9, 71)]]",<music21.stream.Stream 0x1a3482ac670>
