,0,1,2,3,4,5,6,7
150,"[(2, 67.0), (3, 66.0), (5, 70.0), (6, 71.0), (8, 67.0), (10, 70.0), (11, 70.0), (12, 70.0)]","[(1, 69.0), (6, 70.0), (7, 69.0), (9, 66.0), (10, 75.0), (11, 69.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 61.0)]","[(2, 53.0), (4, 56.0), (8, 53.0), (9, 45.0)]","[(2, 57.0), (4, 48.0), (5, 48.0), (11, 43.0)]"
151,"[(2, 60.0), (3, 62.0), (5, 65.0), (6, 66.0), (8, 57.0), (10, 62.0), (11, 62.0), (12, 67.0)]","[(1, 59.0), (6, 64.0), (7, 64.0), (9, 63.0), (10, 65.0), (11, 60.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 52.0), (11, 48.0)]"
152,"[(2, 67.0), (3, 74.0), (5, 70.0), (6, 73.0), (8, 69.0), (10, 70.0), (11, 72.0), (12, 73.0)]","[(1, 70.0), (6, 75.0), (7, 71.0), (9, 74.0), (10, 72.0), (11, 70.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 56.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 60.0), (10, 62.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 51.0), (11, 47.0)]"
153,"[(2, 61.0), (3, 52.0), (5, 62.0), (6, 58.0), (8, 59.0), (10, 59.0), (11, 61.0), (12, 58.0)]","[(1, 59.0), (6, 58.0), (7, 60.0), (9, 55.0), (10, 61.0), (11, 63.0)]","[(5, 58.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 49.0)]","[(2, 61.0), (4, 53.0), (5, 53.0), (11, 49.0)]"
154,"[(2, 62.0), (3, 62.0), (5, 67.0), (6, 68.0), (8, 62.0), (10, 66.0), (11, 65.0), (12, 67.0)]","[(1, 62.0), (6, 68.0), (7, 67.0), (9, 64.0), (10, 70.0), (11, 63.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 55.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 60.0)]","[(2, 56.0), (4, 60.0), (8, 56.0), (9, 47.0)]","[(2, 60.0), (4, 51.0), (5, 51.0), (11, 47.0)]"
155,"[(2, 31.0), (3, 22.0), (5, 39.0), (6, 27.0), (8, 28.0), (10, 31.0), (11, 32.0), (12, 26.0)]","[(1, 36.0), (6, 34.0), (7, 40.0), (9, 22.0), (10, 31.0), (11, 41.0)]","[(5, 56.0), (8, 58.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 53.0), (2, 55.0), (4, 62.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 53.0), (10, 61.0)]","[(2, 57.0), (4, 59.0), (8, 57.0), (9, 48.0)]","[(2, 59.0), (4, 51.0), (5, 53.0), (11, 49.0)]"
156,"[(2, 12.0), (5, 23.0), (11, 14.0)]","[(1, 18.0), (6, 14.0), (7, 23.0), (10, 9.0), (11, 26.0)]","[(5, 55.0), (8, 58.0)]","[(4, 54.0), (5, 53.0), (6, 60.0), (8, 57.0), (12, 57.0)]","[(1, 51.0), (2, 53.0), (4, 62.0), (5, 62.0)]","[(1, 61.0), (6, 57.0), (7, 50.0), (10, 61.0)]","[(2, 59.0), (4, 61.0), (8, 60.0), (9, 50.0)]","[(2, 61.0), (4, 52.0), (5, 56.0), (11, 53.0)]"
157,"[(2, 28.0), (3, 23.0), (5, 44.0), (6, 29.0), (8, 27.0), (10, 28.0), (11, 34.0), (12, 27.0)]","[(1, 36.0), (6, 31.0), (7, 39.0), (9, 23.0), (10, 30.0), (11, 40.0)]","[(5, 54.0), (8, 57.0)]","[(4, 52.0), (5, 52.0), (6, 59.0), (8, 54.0), (12, 55.0)]","[(1, 50.0), (2, 53.0), (4, 61.0), (5, 62.0)]","[(1, 60.0), (6, 55.0), (7, 50.0), (10, 59.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 46.0)]","[(2, 61.0), (4, 51.0), (5, 56.0), (11, 52.0)]"
158,"[(2, 61.0), (3, 64.0), (5, 64.0), (6, 67.0), (8, 61.0), (10, 65.0), (11, 64.0), (12, 65.0)]","[(1, 64.0), (6, 68.0), (7, 66.0), (9, 65.0), (10, 70.0), (11, 61.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 58.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 45.0)]"
159,"[(2, 41.0), (3, 39.0), (5, 50.0), (6, 44.0), (8, 39.0), (10, 42.0), (11, 45.0), (12, 42.0)]","[(1, 46.0), (6, 49.0), (7, 52.0), (9, 37.0), (10, 46.0), (11, 52.0)]","[(5, 55.0), (8, 57.0)]","[(4, 54.0), (5, 54.0), (6, 60.0), (8, 55.0), (12, 56.0)]","[(1, 52.0), (2, 53.0), (4, 62.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 53.0), (10, 59.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 54.0), (11, 49.0)]"
160,"[(2, 53.0), (3, 55.0), (5, 62.0), (6, 58.0), (8, 57.0), (10, 56.0), (11, 61.0), (12, 59.0)]","[(1, 55.0), (6, 59.0), (7, 59.0), (9, 57.0), (10, 61.0), (11, 60.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 59.0), (10, 62.0)]","[(2, 59.0), (4, 61.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 55.0), (11, 51.0)]"
161,"[(2, 44.0), (3, 44.0), (5, 52.0), (6, 49.0), (8, 43.0), (10, 46.0), (11, 47.0), (12, 47.0)]","[(1, 49.0), (6, 51.0), (7, 52.0), (9, 45.0), (10, 50.0), (11, 49.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 56.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 43.0)]","[(2, 58.0), (4, 49.0), (5, 53.0), (11, 47.0)]"
162,"[(2, 50.0), (3, 50.0), (5, 59.0), (6, 55.0), (8, 50.0), (10, 52.0), (11, 53.0), (12, 53.0)]","[(1, 53.0), (6, 55.0), (7, 57.0), (9, 50.0), (10, 57.0), (11, 54.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 61.0)]","[(2, 53.0), (4, 56.0), (8, 55.0), (9, 43.0)]","[(2, 56.0), (4, 47.0), (5, 50.0), (11, 44.0)]"
163,"[(2, 53.0), (3, 50.0), (5, 58.0), (6, 54.0), (8, 49.0), (10, 54.0), (11, 55.0), (12, 54.0)]","[(1, 54.0), (6, 58.0), (7, 59.0), (9, 51.0), (10, 57.0), (11, 60.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 45.0)]","[(2, 59.0), (4, 50.0), (5, 52.0), (11, 47.0)]"
164,"[(2, 70.0), (3, 76.0), (5, 76.0), (6, 77.0), (8, 76.0), (10, 73.0), (11, 78.0), (12, 77.0)]","[(1, 72.0), (6, 74.0), (7, 72.0), (9, 75.0), (10, 79.0), (11, 70.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 60.0), (10, 61.0)]","[(2, 58.0), (4, 60.0), (8, 57.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 51.0), (11, 48.0)]"
165,"[(2, 42.0), (3, 42.0), (5, 56.0), (6, 45.0), (8, 42.0), (10, 42.0), (11, 49.0), (12, 47.0)]","[(1, 47.0), (6, 45.0), (7, 49.0), (9, 41.0), (10, 46.0), (11, 51.0)]","[(5, 57.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 47.0)]"
166,"[(2, 16.0), (5, 31.0), (6, 17.0), (8, 11.0), (10, 15.0), (11, 18.0), (12, 15.0)]","[(1, 20.0), (6, 20.0), (7, 29.0), (9, 9.0), (10, 19.0), (11, 28.0)]","[(5, 56.0), (8, 58.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 54.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 52.0), (10, 61.0)]","[(2, 59.0), (4, 62.0), (8, 61.0), (9, 50.0)]","[(2, 63.0), (4, 54.0), (5, 57.0), (11, 54.0)]"
167,"[(2, 68.0), (3, 65.0), (5, 71.0), (6, 68.0), (8, 66.0), (10, 64.0), (11, 69.0), (12, 69.0)]","[(1, 65.0), (6, 67.0), (7, 65.0), (9, 67.0), (10, 70.0), (11, 68.0)]","[(5, 58.0), (8, 58.0)]","[(4, 58.0), (5, 59.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 56.0), (2, 60.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 60.0), (10, 62.0)]","[(2, 56.0), (4, 59.0), (8, 57.0), (9, 46.0)]","[(2, 59.0), (4, 51.0), (5, 52.0), (11, 47.0)]"
168,"[(2, 19.0), (3, 14.0), (5, 34.0), (6, 17.0), (8, 17.0), (10, 16.0), (11, 23.0), (12, 19.0)]","[(1, 25.0), (6, 23.0), (7, 30.0), (9, 14.0), (10, 18.0), (11, 32.0)]","[(5, 55.0), (8, 57.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 52.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 52.0), (10, 61.0)]","[(2, 59.0), (4, 60.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 52.0), (5, 56.0), (11, 55.0)]"
169,"[(2, 50.0), (3, 40.0), (5, 51.0), (6, 44.0), (8, 47.0), (10, 45.0), (11, 50.0), (12, 45.0)]","[(1, 47.0), (6, 47.0), (7, 49.0), (9, 46.0), (10, 48.0), (11, 55.0)]","[(5, 57.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 62.0)]","[(2, 58.0), (4, 59.0), (8, 58.0), (9, 49.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 50.0)]"
170,"[(2, 56.0), (3, 46.0), (5, 61.0), (6, 52.0), (8, 52.0), (10, 51.0), (11, 55.0), (12, 53.0)]","[(1, 51.0), (6, 52.0), (7, 56.0), (9, 53.0), (10, 56.0), (11, 60.0)]","[(5, 57.0), (8, 57.0)]","[(4, 56.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 58.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 54.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 50.0), (11, 45.0)]"
171,"[(2, 33.0), (3, 28.0), (5, 43.0), (6, 32.0), (8, 33.0), (10, 32.0), (11, 37.0), (12, 33.0)]","[(1, 37.0), (6, 38.0), (7, 41.0), (9, 27.0), (10, 35.0), (11, 43.0)]","[(5, 56.0), (8, 58.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 55.0), (10, 62.0)]","[(2, 57.0), (4, 58.0), (8, 58.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 54.0), (11, 51.0)]"
172,"[(2, 75.0), (3, 77.0), (5, 76.0), (6, 81.0), (8, 77.0), (10, 80.0), (11, 78.0), (12, 79.0)]","[(1, 76.0), (6, 81.0), (7, 76.0), (9, 77.0), (10, 85.0), (11, 74.0)]","[(5, 58.0), (8, 58.0)]","[(4, 59.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 56.0), (2, 59.0), (4, 65.0), (5, 61.0)]","[(1, 63.0), (6, 56.0), (7, 60.0), (10, 62.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 44.0)]","[(2, 58.0), (4, 50.0), (5, 50.0), (11, 46.0)]"
173,"[(2, 40.0), (3, 37.0), (5, 48.0), (6, 42.0), (8, 33.0), (10, 37.0), (11, 39.0), (12, 40.0)]","[(1, 41.0), (6, 42.0), (7, 47.0), (9, 37.0), (10, 40.0), (11, 45.0)]","[(5, 57.0), (8, 58.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 55.0), (10, 62.0)]","[(2, 58.0), (4, 61.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 53.0), (5, 54.0), (11, 50.0)]"
174,"[(5, 20.0)]","[(6, 10.0), (7, 21.0), (11, 19.0)]","[(5, 53.0), (8, 57.0)]","[(4, 51.0), (5, 50.0), (6, 58.0), (8, 55.0), (12, 55.0)]","[(1, 49.0), (2, 50.0), (4, 59.0), (5, 61.0)]","[(1, 59.0), (6, 55.0), (7, 47.0), (10, 58.0)]","[(2, 57.0), (4, 61.0), (8, 59.0), (9, 47.0)]","[(2, 61.0), (4, 51.0), (5, 55.0), (11, 51.0)]"
175,"[(2, 57.0), (3, 54.0), (5, 64.0), (6, 59.0), (8, 57.0), (10, 57.0), (11, 62.0), (12, 58.0)]","[(1, 58.0), (6, 58.0), (7, 60.0), (9, 56.0), (10, 61.0), (11, 63.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 56.0), (4, 59.0), (8, 56.0), (9, 47.0)]","[(2, 59.0), (4, 51.0), (5, 51.0), (11, 47.0)]"
176,"[(2, 35.0), (3, 38.0), (5, 45.0), (6, 40.0), (8, 32.0), (10, 36.0), (11, 37.0), (12, 40.0)]","[(1, 41.0), (6, 44.0), (7, 44.0), (9, 38.0), (10, 39.0), (11, 41.0)]","[(5, 56.0), (8, 58.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 56.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 54.0), (10, 61.0)]","[(2, 58.0), (4, 61.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 50.0)]"
177,"[(2, 69.0), (3, 63.0), (5, 69.0), (6, 69.0), (8, 70.0), (10, 68.0), (11, 73.0), (12, 69.0)]","[(1, 66.0), (6, 69.0), (7, 67.0), (9, 69.0), (10, 73.0), (11, 71.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 55.0), (12, 58.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 61.0), (6, 56.0), (7, 56.0), (10, 60.0)]","[(2, 57.0), (4, 59.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 54.0), (11, 49.0)]"
178,"[(2, 91.0), (3, 90.0), (5, 88.0), (6, 90.0), (8, 95.0), (10, 90.0), (11, 95.0), (12, 94.0)]","[(1, 86.0), (6, 91.0), (7, 83.0), (9, 94.0), (10, 96.0), (11, 89.0)]","[(5, 57.0), (8, 56.0)]","[(4, 58.0), (5, 58.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 56.0), (2, 60.0), (4, 64.0), (5, 60.0)]","[(1, 63.0), (6, 55.0), (7, 61.0), (10, 61.0)]","[(2, 54.0), (4, 56.0), (8, 54.0), (9, 45.0)]","[(2, 57.0), (4, 49.0), (5, 49.0), (11, 43.0)]"
179,"[(2, 52.0), (3, 49.0), (5, 60.0), (6, 54.0), (8, 52.0), (10, 53.0), (11, 56.0), (12, 52.0)]","[(1, 55.0), (6, 53.0), (7, 57.0), (9, 48.0), (10, 57.0), (11, 57.0)]","[(5, 55.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 55.0), (12, 57.0)]","[(1, 53.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 54.0), (10, 60.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 53.0), (11, 48.0)]"
180,"[(2, 63.0), (3, 59.0), (5, 65.0), (6, 63.0), (8, 63.0), (10, 59.0), (11, 63.0), (12, 64.0)]","[(1, 60.0), (6, 63.0), (7, 61.0), (9, 62.0), (10, 66.0), (11, 62.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 59.0), (10, 62.0)]","[(2, 58.0), (4, 61.0), (8, 60.0), (9, 49.0)]","[(2, 62.0), (4, 53.0), (5, 55.0), (11, 50.0)]"
181,"[(2, 41.0), (3, 39.0), (5, 50.0), (6, 42.0), (8, 37.0), (10, 38.0), (11, 42.0), (12, 43.0)]","[(1, 42.0), (6, 45.0), (7, 48.0), (9, 38.0), (10, 41.0), (11, 46.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 55.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 57.0), (9, 43.0)]","[(2, 59.0), (4, 49.0), (5, 54.0), (11, 48.0)]"
182,"[(2, 67.0), (3, 69.0), (5, 72.0), (6, 72.0), (8, 66.0), (10, 65.0), (11, 68.0), (12, 71.0)]","[(1, 67.0), (6, 71.0), (7, 68.0), (9, 69.0), (10, 72.0), (11, 68.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 58.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 56.0), (7, 60.0), (10, 61.0)]","[(2, 53.0), (4, 56.0), (8, 54.0), (9, 43.0)]","[(2, 56.0), (4, 47.0), (5, 49.0), (11, 43.0)]"
183,"[(2, 17.0), (3, 11.0), (5, 33.0), (6, 15.0), (8, 17.0), (10, 17.0), (11, 24.0), (12, 16.0)]","[(1, 26.0), (6, 19.0), (7, 29.0), (9, 9.0), (10, 19.0), (11, 30.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 54.0), (6, 60.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 55.0), (4, 62.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 52.0), (10, 61.0)]","[(2, 56.0), (4, 59.0), (8, 58.0), (9, 45.0)]","[(2, 60.0), (4, 50.0), (5, 54.0), (11, 50.0)]"
184,"[(2, 55.0), (3, 53.0), (5, 60.0), (6, 58.0), (8, 52.0), (10, 56.0), (11, 57.0), (12, 57.0)]","[(1, 57.0), (6, 59.0), (7, 59.0), (9, 53.0), (10, 61.0), (11, 57.0)]","[(5, 56.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 59.0), (4, 60.0), (8, 58.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 53.0), (11, 49.0)]"
185,"[(2, 39.0), (3, 43.0), (5, 51.0), (6, 46.0), (8, 38.0), (10, 42.0), (11, 44.0), (12, 44.0)]","[(1, 45.0), (6, 47.0), (7, 51.0), (9, 40.0), (10, 45.0), (11, 47.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 47.0)]"
186,"[(2, 40.0), (3, 42.0), (5, 53.0), (6, 46.0), (8, 37.0), (10, 40.0), (11, 43.0), (12, 44.0)]","[(1, 44.0), (6, 44.0), (7, 49.0), (9, 42.0), (10, 43.0), (11, 45.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 60.0), (9, 50.0)]","[(2, 63.0), (4, 54.0), (5, 56.0), (11, 53.0)]"
187,"[(5, 22.0)]","[(1, 13.0), (6, 12.0), (7, 20.0), (11, 20.0)]","[(5, 55.0), (8, 58.0)]","[(4, 54.0), (5, 54.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 51.0), (10, 62.0)]","[(2, 57.0), (4, 60.0), (8, 59.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 55.0), (11, 51.0)]"
188,"[(2, 65.0), (3, 60.0), (5, 67.0), (6, 62.0), (8, 65.0), (10, 61.0), (11, 69.0), (12, 65.0)]","[(1, 62.0), (6, 64.0), (7, 62.0), (9, 63.0), (10, 64.0), (11, 70.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 50.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 51.0)]"
189,"[(2, 29.0), (3, 28.0), (5, 40.0), (6, 33.0), (8, 26.0), (10, 27.0), (11, 31.0), (12, 32.0)]","[(1, 32.0), (6, 34.0), (7, 39.0), (9, 30.0), (10, 30.0), (11, 37.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 54.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 51.0)]"
190,"[(2, 58.0), (3, 53.0), (5, 59.0), (6, 56.0), (8, 55.0), (10, 52.0), (11, 59.0), (12, 56.0)]","[(1, 55.0), (6, 55.0), (7, 55.0), (9, 56.0), (10, 58.0), (11, 61.0)]","[(5, 57.0), (8, 57.0)]","[(4, 56.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 54.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 49.0), (11, 45.0)]"
191,"[(2, 54.0), (3, 55.0), (5, 62.0), (6, 60.0), (8, 52.0), (10, 56.0), (11, 57.0), (12, 58.0)]","[(1, 56.0), (6, 60.0), (7, 62.0), (9, 54.0), (10, 59.0), (11, 59.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 55.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 53.0), (11, 48.0)]"
192,"[(2, 73.0), (3, 76.0), (5, 73.0), (6, 76.0), (8, 74.0), (10, 70.0), (11, 77.0), (12, 77.0)]","[(1, 71.0), (6, 75.0), (7, 70.0), (9, 77.0), (10, 77.0), (11, 72.0)]","[(5, 58.0), (8, 58.0)]","[(4, 59.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 56.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 60.0), (10, 62.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 51.0), (11, 46.0)]"
