Unnamed: 0,beat,pitch,beat_pitch,midi
312,"[[1, 3, 4, 5, 7, 8, 9, 10], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9]]","[[74, 72, 70, 72, 74, 71, 72, 70], [74, 72, 72, 72, 71, 69, 66, 64, 71, 69, 67], [74, 74, 73, 74, 71, 74, 72, 72], [74, 81, 80, 81, 81, 83, 85], [74, 73, 71, 67, 66, 67, 62, 67, 65], [74, 75, 74, 72, 69, 67, 70, 82, 77], [74, 77, 76, 74, 71, 66, 69, 67, 69], [74, 76, 73, 74, 79, 72, 69]]","[[(1, 74), (3, 72), (4, 70), (5, 72), (7, 74), (8, 71), (9, 72), (10, 70)], [(1, 74), (3, 72), (4, 72), (5, 72), (6, 71), (7, 69), (8, 66), (9, 64), (10, 71), (11, 69), (12, 67)], [(1, 74), (3, 74), (4, 73), (5, 74), (7, 71), (8, 74), (9, 72), (11, 72)], [(1, 74), (3, 81), (4, 80), (5, 81), (7, 81), (8, 83), (9, 85)], [(1, 74), (2, 73), (3, 71), (4, 67), (5, 66), (6, 67), (7, 62), (8, 67), (9, 65)], [(1, 74), (2, 75), (3, 74), (5, 72), (6, 69), (7, 67), (8, 70), (9, 82), (10, 77)], [(1, 74), (2, 77), (3, 76), (4, 74), (5, 71), (6, 66), (7, 69), (8, 67), (9, 69)], [(1, 74), (3, 76), (4, 73), (5, 74), (7, 79), (8, 72), (9, 69)]]",markov_midis\markov_song_312.mid
313,"[[1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 10], [1, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[74, 77, 76, 77, 77, 74, 76, 74], [74, 72, 76, 75, 74, 71, 73, 69, 67], [74, 73, 78, 76, 77, 81, 78], [74, 71, 73, 74, 72, 70, 72, 69], [74, 76, 74, 76, 77, 76, 74], [74, 69, 73, 73, 71, 69, 72], [74, 74, 73, 71, 72, 74], [74, 73, 74, 77, 74, 72, 74, 76]]","[[(1, 74), (2, 77), (3, 76), (4, 77), (5, 77), (7, 74), (9, 76), (11, 74)], [(1, 74), (2, 72), (3, 76), (4, 75), (5, 74), (7, 71), (9, 73), (11, 69), (12, 67)], [(1, 74), (2, 73), (3, 78), (4, 76), (5, 77), (7, 81), (9, 78)], [(1, 74), (2, 71), (3, 73), (4, 74), (5, 72), (7, 70), (8, 72), (9, 69)], [(1, 74), (3, 76), (4, 74), (5, 76), (7, 77), (8, 76), (9, 74)], [(1, 74), (3, 69), (5, 73), (7, 73), (8, 71), (9, 69), (10, 72)], [(1, 74), (3, 74), (5, 73), (7, 71), (8, 72), (9, 74)], [(1, 74), (2, 73), (3, 74), (4, 77), (5, 74), (7, 72), (8, 74), (9, 76)]]",markov_midis\markov_song_313.mid
314,"[[1, 2, 3, 5, 9], [1, 3, 5, 9], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 5, 6, 7, 9], [1, 2, 3, 5, 6, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9]]","[[76, 75, 74, 72, 72], [76, 74, 74, 62], [76, 74, 74, 72, 84], [76, 74, 78, 74, 59], [76, 71, 57, 59, 60, 58], [76, 75, 74, 74, 72, 71, 69, 70], [76, 72, 70, 69, 71, 72, 74, 70], [76, 72, 72, 71, 69, 70]]","[[(1, 76), (2, 75), (3, 74), (5, 72), (9, 72)], [(1, 76), (3, 74), (5, 74), (9, 62)], [(1, 76), (3, 74), (5, 74), (7, 72), (9, 84)], [(1, 76), (3, 74), (5, 78), (7, 74), (9, 59)], [(1, 76), (3, 71), (5, 57), (6, 59), (7, 60), (9, 58)], [(1, 76), (2, 75), (3, 74), (5, 74), (6, 72), (7, 71), (8, 69), (9, 70)], [(1, 76), (2, 72), (3, 70), (5, 69), (6, 71), (7, 72), (8, 74), (9, 70)], [(1, 76), (3, 72), (5, 72), (7, 71), (8, 69), (9, 70)]]",markov_midis\markov_song_314.mid
315,"[[1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9]]","[[73, 74, 72, 72, 71, 69, 69], [73, 74, 73, 74, 73, 76, 72, 74, 77], [73, 69, 67, 69, 76, 78, 74, 73, 74], [73, 74, 76, 72, 67, 65, 67], [73, 71, 73, 69, 67, 64, 67, 66, 62], [73, 69, 71, 72, 74, 71, 69, 71], [73, 74, 72, 69, 67, 65, 69, 67, 70], [73, 74, 72, 76, 76, 76, 77, 79]]","[[(1, 73), (2, 74), (3, 72), (5, 72), (7, 71), (8, 69), (9, 69)], [(1, 73), (2, 74), (3, 73), (4, 74), (5, 73), (7, 76), (8, 72), (9, 74), (11, 77)], [(1, 73), (2, 69), (3, 67), (4, 69), (5, 76), (7, 78), (8, 74), (9, 73), (11, 74)], [(1, 73), (2, 74), (3, 76), (4, 72), (5, 67), (9, 65), (11, 67)], [(1, 73), (2, 71), (3, 73), (4, 69), (5, 67), (7, 64), (8, 67), (9, 66), (11, 62)], [(1, 73), (2, 69), (3, 71), (4, 72), (5, 74), (7, 71), (8, 69), (9, 71)], [(1, 73), (2, 74), (3, 72), (4, 69), (5, 67), (7, 65), (8, 69), (9, 67), (11, 70)], [(1, 73), (2, 74), (3, 72), (4, 76), (5, 76), (7, 76), (8, 77), (9, 79)]]",markov_midis\markov_song_315.mid
316,"[[1, 2, 3, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 4, 5, 9, 11, 12], [1, 3, 4, 5, 8, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 10, 11, 12]]","[[71, 69, 71, 72, 79, 74, 73, 74, 70], [71, 69, 66, 67, 67, 77, 79], [71, 74, 79, 76, 74, 70], [71, 71, 67, 64, 79, 77, 81, 83], [71, 69, 66, 67, 55, 71, 72], [71, 72, 69, 71, 72, 60, 70, 65], [71, 55, 71, 73, 74, 78, 69, 70, 74], [71, 67, 69, 65, 63, 79, 82, 81, 83, 86]]","[[(1, 71), (2, 69), (3, 71), (4, 72), (5, 79), (9, 74), (10, 73), (11, 74), (12, 70)], [(1, 71), (3, 69), (4, 66), (5, 67), (9, 67), (11, 77), (12, 79)], [(1, 71), (4, 74), (5, 79), (9, 76), (11, 74), (12, 70)], [(1, 71), (3, 71), (4, 67), (5, 64), (8, 79), (9, 77), (11, 81), (12, 83)], [(1, 71), (3, 69), (4, 66), (5, 67), (9, 55), (11, 71), (12, 72)], [(1, 71), (2, 72), (3, 69), (4, 71), (5, 72), (9, 60), (11, 70), (12, 65)], [(1, 71), (2, 55), (3, 71), (4, 73), (5, 74), (9, 78), (10, 69), (11, 70), (12, 74)], [(1, 71), (2, 67), (3, 69), (4, 65), (5, 63), (7, 79), (9, 82), (10, 81), (11, 83), (12, 86)]]",markov_midis\markov_song_316.mid
317,"[[1, 3, 5, 7, 9, 10, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 8, 9]]","[[69, 79, 79, 76, 79, 78, 76], [69, 70, 69, 67, 66, 67], [69, 69, 66, 67, 71, 74, 73, 69], [69, 81, 79, 77, 74, 73, 71, 64, 66], [69, 81, 78, 79, 70, 67, 66, 64, 60, 63], [69, 69, 68, 69, 72, 74, 72, 72], [69, 69, 70, 72, 71, 74, 73], [69, 69, 71, 72, 71, 72, 74]]","[[(1, 69), (3, 79), (5, 79), (7, 76), (9, 79), (10, 78), (11, 76)], [(1, 69), (3, 70), (5, 69), (7, 67), (9, 66), (11, 67)], [(1, 69), (3, 69), (4, 66), (5, 67), (7, 71), (8, 74), (9, 73), (11, 69)], [(1, 69), (3, 81), (4, 79), (5, 77), (6, 74), (7, 73), (8, 71), (9, 64), (11, 66)], [(1, 69), (3, 81), (4, 78), (5, 79), (6, 70), (7, 67), (8, 66), (9, 64), (11, 60), (12, 63)], [(1, 69), (3, 69), (4, 68), (5, 69), (6, 72), (7, 74), (8, 72), (9, 72)], [(1, 69), (3, 69), (4, 70), (5, 72), (6, 71), (7, 74), (9, 73)], [(1, 69), (3, 69), (4, 71), (5, 72), (7, 71), (8, 72), (9, 74)]]",markov_midis\markov_song_317.mid
318,"[[1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9]]","[[69, 74, 73, 74, 70, 69, 67, 62, 62, 60], [69, 70, 67, 66, 67, 65, 69, 70], [69, 72, 71, 69, 74, 74], [69, 66, 69, 71, 72, 76, 72, 74], [69, 70, 72, 74, 76, 76, 79, 78], [69, 67, 65, 64, 57, 60], [69, 69, 73, 76, 79, 76, 74, 79], [69, 72, 72, 69, 71, 72]]","[[(1, 69), (2, 74), (3, 73), (4, 74), (5, 70), (7, 69), (8, 67), (9, 62), (11, 62), (12, 60)], [(1, 69), (2, 70), (3, 67), (4, 66), (5, 67), (7, 65), (8, 69), (9, 70)], [(1, 69), (2, 72), (3, 71), (4, 69), (5, 74), (9, 74)], [(1, 69), (2, 66), (3, 69), (4, 71), (5, 72), (9, 76), (11, 72), (12, 74)], [(1, 69), (3, 70), (4, 72), (5, 74), (7, 76), (9, 76), (11, 79), (12, 78)], [(1, 69), (4, 67), (5, 65), (7, 64), (9, 57), (11, 60)], [(1, 69), (3, 69), (4, 73), (5, 76), (7, 79), (8, 76), (9, 74), (11, 79)], [(1, 69), (3, 72), (5, 72), (7, 69), (8, 71), (9, 72)]]",markov_midis\markov_song_318.mid
319,"[[1, 3, 5, 7, 9], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11]]","[[67, 66, 66, 81, 78], [67, 66, 64, 73, 81, 82], [67, 71, 72, 71, 69, 71, 72, 74], [67, 67, 71, 69, 73, 76, 78, 79, 81], [67, 66, 67, 71, 74, 72, 69], [67, 69, 72, 74, 72, 70, 74, 72, 71], [67, 69, 67, 62, 62, 61, 62], [67, 72, 72, 72, 76, 79, 79, 78, 76]]","[[(1, 67), (3, 66), (5, 66), (7, 81), (9, 78)], [(1, 67), (3, 66), (5, 64), (7, 73), (8, 81), (9, 82)], [(1, 67), (3, 71), (4, 72), (5, 71), (6, 69), (7, 71), (8, 72), (9, 74)], [(1, 67), (3, 67), (4, 71), (5, 69), (6, 73), (7, 76), (8, 78), (9, 79), (11, 81)], [(1, 67), (3, 66), (4, 67), (5, 71), (7, 74), (8, 72), (9, 69)], [(1, 67), (3, 69), (4, 72), (5, 74), (6, 72), (7, 70), (8, 74), (9, 72), (10, 71)], [(1, 67), (3, 69), (4, 67), (5, 62), (7, 62), (8, 61), (9, 62)], [(1, 67), (3, 72), (4, 72), (5, 72), (7, 76), (8, 79), (9, 79), (10, 78), (11, 76)]]",markov_midis\markov_song_319.mid
320,"[[1, 3, 5, 9, 11, 12], [1, 3, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12]]","[[67, 71, 71, 69, 69, 67], [67, 69, 70, 74, 72, 70, 79, 83], [67, 71, 73, 74, 71, 73, 69, 71, 73, 71], [67, 72, 69, 66, 67, 66, 64, 62, 72, 69], [67, 66, 69, 66, 67, 69, 65, 63], [67, 65, 63, 62, 66, 62, 64, 65], [67, 65, 64, 66, 71, 71, 68, 68, 64, 62], [67, 66, 64, 67, 69, 73, 74, 74, 78]]","[[(1, 67), (3, 71), (5, 71), (9, 69), (11, 69), (12, 67)], [(1, 67), (3, 69), (4, 70), (5, 74), (9, 72), (10, 70), (11, 79), (12, 83)], [(1, 67), (3, 71), (4, 73), (5, 74), (7, 71), (8, 73), (9, 69), (10, 71), (11, 73), (12, 71)], [(1, 67), (2, 72), (3, 69), (4, 66), (5, 67), (7, 66), (8, 64), (9, 62), (11, 72), (12, 69)], [(1, 67), (2, 66), (3, 69), (4, 66), (5, 67), (7, 69), (8, 65), (9, 63)], [(1, 67), (2, 65), (3, 63), (4, 62), (5, 66), (7, 62), (8, 64), (9, 65)], [(1, 67), (2, 65), (3, 64), (4, 66), (5, 71), (7, 71), (8, 68), (9, 68), (11, 64), (12, 62)], [(1, 67), (2, 66), (3, 64), (4, 67), (5, 69), (7, 73), (9, 74), (11, 74), (12, 78)]]",markov_midis\markov_song_320.mid
321,"[[1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]]","[[79, 83, 81, 82, 81, 77, 76, 77], [79, 79, 78, 76, 79, 81, 79, 71], [79, 79, 81, 79, 77, 76, 79, 72], [79, 77, 76, 79, 81, 79, 76, 79, 79], [79, 83, 79, 78, 81, 77, 76], [79, 83, 79, 78, 78, 76, 74], [79, 63, 62, 60, 59, 60, 57, 59], [79, 76, 72, 69, 67, 69, 72, 74, 70, 69, 62]]","[[(1, 79), (3, 83), (4, 81), (5, 82), (7, 81), (9, 77), (11, 76), (12, 77)], [(1, 79), (3, 79), (4, 78), (5, 76), (7, 79), (8, 81), (9, 79), (11, 71)], [(1, 79), (3, 79), (4, 81), (5, 79), (6, 77), (7, 76), (8, 79), (9, 72)], [(1, 79), (2, 77), (3, 76), (4, 79), (5, 81), (6, 79), (7, 76), (8, 79), (9, 79)], [(1, 79), (3, 83), (4, 79), (5, 78), (6, 81), (7, 77), (9, 76)], [(1, 79), (3, 83), (4, 79), (5, 78), (7, 78), (8, 76), (9, 74)], [(1, 79), (3, 63), (4, 62), (5, 60), (6, 59), (7, 60), (8, 57), (9, 59)], [(1, 79), (3, 76), (4, 72), (5, 69), (6, 67), (7, 69), (8, 72), (9, 74), (10, 70), (11, 69), (12, 62)]]",markov_midis\markov_song_321.mid
322,"[[1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12]]","[[76, 76, 77, 74, 69, 64, 69], [76, 81, 80, 83, 79, 81, 76, 72], [76, 81, 79, 78, 79, 83, 79, 76, 76, 78], [76, 78, 81, 77, 81, 83, 81, 76, 76, 74], [76, 77, 79, 77, 76, 73, 69, 67], [76, 74, 72, 71, 72, 70, 69, 69, 71, 69], [76, 74, 72, 67, 69, 71, 73, 74, 72], [76, 74, 71, 72, 71, 69, 72, 74]]","[[(1, 76), (3, 76), (4, 77), (5, 74), (7, 69), (8, 64), (9, 69)], [(1, 76), (3, 81), (4, 80), (5, 83), (7, 79), (8, 81), (9, 76), (11, 72)], [(1, 76), (2, 81), (3, 79), (4, 78), (5, 79), (7, 83), (8, 79), (9, 76), (11, 76), (12, 78)], [(1, 76), (2, 78), (3, 81), (4, 77), (5, 81), (6, 83), (7, 81), (9, 76), (11, 76), (12, 74)], [(1, 76), (4, 77), (5, 79), (6, 77), (7, 76), (9, 73), (11, 69), (12, 67)], [(1, 76), (2, 74), (3, 72), (4, 71), (5, 72), (6, 70), (7, 69), (9, 69), (11, 71), (12, 69)], [(1, 76), (3, 74), (4, 72), (5, 67), (6, 69), (7, 71), (9, 73), (11, 74), (12, 72)], [(1, 76), (3, 74), (4, 71), (5, 72), (7, 71), (9, 69), (11, 72), (12, 74)]]",markov_midis\markov_song_322.mid
323,"[[1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 9, 11]]","[[76, 76, 77, 81, 69, 65], [76, 76, 72, 65, 64, 62, 71, 67], [76, 74, 74, 73, 76, 74], [76, 74, 73, 74, 71, 67, 71, 74], [76, 75, 76, 78, 81, 79], [76, 76, 77, 76, 78, 76, 77, 79], [76, 78, 79, 81, 80, 83, 81, 76], [76, 74, 72, 71, 69, 70, 69, 74, 76]]","[[(1, 76), (3, 76), (4, 77), (5, 81), (7, 69), (9, 65)], [(1, 76), (3, 76), (4, 72), (5, 65), (7, 64), (8, 62), (9, 71), (11, 67)], [(1, 76), (4, 74), (5, 74), (7, 73), (9, 76), (11, 74)], [(1, 76), (3, 74), (4, 73), (5, 74), (7, 71), (8, 67), (9, 71), (11, 74)], [(1, 76), (3, 75), (5, 76), (7, 78), (8, 81), (9, 79)], [(1, 76), (3, 76), (5, 77), (6, 76), (7, 78), (8, 76), (9, 77), (11, 79)], [(1, 76), (3, 78), (4, 79), (5, 81), (6, 80), (7, 83), (9, 81), (11, 76)], [(1, 76), (2, 74), (3, 72), (4, 71), (5, 69), (6, 70), (7, 69), (9, 74), (11, 76)]]",markov_midis\markov_song_323.mid
324,"[[1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 5, 7, 9, 10], [1, 2, 3, 5, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 10], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 11]]","[[72, 75, 74, 74, 78, 79, 79], [72, 71, 69, 67, 66, 71, 69], [72, 69, 67, 71, 72], [72, 71, 67, 62, 61, 64, 61], [72, 75, 72, 74, 70, 62, 60, 65], [72, 74, 75, 77, 81, 79], [72, 72, 69, 70, 69, 65], [72, 69, 67, 70, 69, 71, 71, 74]]","[[(1, 72), (2, 75), (3, 74), (5, 74), (7, 78), (8, 79), (9, 79)], [(1, 72), (2, 71), (3, 69), (5, 67), (7, 66), (9, 71), (10, 69)], [(1, 72), (2, 69), (3, 67), (5, 71), (9, 72)], [(1, 72), (2, 71), (3, 67), (4, 62), (5, 61), (7, 64), (9, 61)], [(1, 72), (2, 75), (3, 72), (4, 74), (5, 70), (7, 62), (9, 60), (10, 65)], [(1, 72), (3, 74), (4, 75), (5, 77), (7, 81), (9, 79)], [(1, 72), (3, 72), (4, 69), (5, 70), (7, 69), (9, 65)], [(1, 72), (2, 69), (3, 67), (4, 70), (5, 69), (7, 71), (9, 71), (11, 74)]]",markov_midis\markov_song_324.mid
325,"[[1, 3, 4, 5, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9], [1, 4, 5, 7, 8, 9]]","[[70, 70, 69, 67, 65, 63, 79], [70, 69, 71, 69, 70, 74, 77, 79, 81], [70, 72, 71, 57, 59, 57, 60, 59, 55, 58], [70, 69, 67, 71, 67, 71, 71, 69, 67], [70, 70, 70, 74, 76, 79, 78, 74, 72], [70, 69, 71, 67, 71, 81, 78, 74, 74, 72], [70, 69, 67, 66, 67, 69, 71, 72], [70, 72, 74, 76, 77, 75]]","[[(1, 70), (3, 70), (4, 69), (5, 67), (8, 65), (9, 63), (11, 79)], [(1, 70), (2, 69), (3, 71), (4, 69), (5, 70), (7, 74), (8, 77), (9, 79), (11, 81)], [(1, 70), (2, 72), (3, 71), (5, 57), (6, 59), (7, 57), (8, 60), (9, 59), (11, 55), (12, 58)], [(1, 70), (2, 69), (3, 67), (5, 71), (7, 67), (8, 71), (9, 71), (11, 69), (12, 67)], [(1, 70), (3, 70), (5, 70), (6, 74), (7, 76), (8, 79), (9, 78), (11, 74), (12, 72)], [(1, 70), (2, 69), (3, 71), (4, 67), (5, 71), (7, 81), (8, 78), (9, 74), (11, 74), (12, 72)], [(1, 70), (2, 69), (3, 67), (4, 66), (5, 67), (7, 69), (8, 71), (9, 72)], [(1, 70), (4, 72), (5, 74), (7, 76), (8, 77), (9, 75)]]",markov_midis\markov_song_325.mid
326,"[[1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 5, 7, 9, 11, 12]]","[[71, 69, 71, 78, 76, 75, 76, 79, 70], [71, 74, 73, 76, 78, 76, 74, 76, 74], [71, 69, 67, 69, 67, 71, 69, 67], [71, 69, 68, 71, 73, 74, 72, 71, 69], [71, 74, 72, 72, 71, 67, 66, 67, 71, 72], [71, 71, 72, 70, 72, 74, 71, 72], [71, 67, 72, 74, 78, 79, 77, 76], [71, 71, 71, 72, 74, 77]]","[[(1, 71), (2, 69), (3, 71), (5, 78), (7, 76), (8, 75), (9, 76), (11, 79), (12, 70)], [(1, 71), (3, 74), (5, 73), (6, 76), (7, 78), (8, 76), (9, 74), (11, 76), (12, 74)], [(1, 71), (3, 69), (5, 67), (7, 69), (8, 67), (9, 71), (11, 69), (12, 67)], [(1, 71), (3, 69), (5, 68), (7, 71), (8, 73), (9, 74), (10, 72), (11, 71), (12, 69)], [(1, 71), (3, 74), (4, 72), (5, 72), (7, 71), (8, 67), (9, 66), (10, 67), (11, 71), (12, 72)], [(1, 71), (4, 71), (5, 72), (7, 70), (8, 72), (9, 74), (11, 71), (12, 72)], [(1, 71), (3, 67), (5, 72), (7, 74), (8, 78), (9, 79), (11, 77), (12, 76)], [(1, 71), (5, 71), (7, 71), (9, 72), (11, 74), (12, 77)]]",markov_midis\markov_song_326.mid
327,"[[1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12]]","[[72, 69, 68, 69, 71, 67, 69], [72, 67, 71, 74, 62, 71, 69], [72, 71, 72, 71, 72, 60, 70], [72, 71, 72, 74, 73, 73, 74], [72, 67, 69, 71, 72, 64, 65, 62, 63], [72, 74, 76, 74, 72, 70, 74, 72, 76], [72, 74, 76, 77, 76, 78, 76, 72, 74, 78], [72, 74, 72, 69, 71, 74, 70, 74, 62, 63]]","[[(1, 72), (3, 69), (4, 68), (5, 69), (9, 71), (11, 67), (12, 69)], [(1, 72), (3, 67), (4, 71), (5, 74), (9, 62), (11, 71), (12, 69)], [(1, 72), (2, 71), (3, 72), (4, 71), (5, 72), (9, 60), (11, 70)], [(1, 72), (3, 71), (4, 72), (5, 74), (9, 73), (11, 73), (12, 74)], [(1, 72), (3, 67), (4, 69), (5, 71), (7, 72), (8, 64), (9, 65), (11, 62), (12, 63)], [(1, 72), (3, 74), (4, 76), (5, 74), (7, 72), (8, 70), (9, 74), (11, 72), (12, 76)], [(1, 72), (3, 74), (4, 76), (5, 77), (6, 76), (7, 78), (8, 76), (9, 72), (11, 74), (12, 78)], [(1, 72), (2, 74), (3, 72), (4, 69), (5, 71), (7, 74), (8, 70), (9, 74), (11, 62), (12, 63)]]",markov_midis\markov_song_327.mid
328,"[[1, 2, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9]]","[[75, 78, 79, 79, 77, 76, 79, 81, 79], [75, 72, 72, 71, 67, 69, 81], [75, 75, 72, 71, 72, 71, 64], [75, 75, 74, 74, 69, 72, 71], [75, 74, 72, 74, 69, 71, 68, 69, 66], [75, 71, 73, 74, 72, 69, 71, 69, 67], [75, 74, 73, 74, 73, 71, 72], [75, 75, 76, 74, 74]]","[[(1, 75), (2, 78), (3, 79), (5, 79), (6, 77), (7, 76), (8, 79), (9, 81), (11, 79)], [(1, 75), (3, 72), (5, 72), (7, 71), (8, 67), (9, 69), (11, 81)], [(1, 75), (3, 75), (5, 72), (6, 71), (7, 72), (9, 71), (11, 64)], [(1, 75), (3, 75), (4, 74), (5, 74), (6, 69), (7, 72), (9, 71)], [(1, 75), (3, 74), (4, 72), (5, 74), (6, 69), (7, 71), (8, 68), (9, 69), (12, 66)], [(1, 75), (3, 71), (4, 73), (5, 74), (7, 72), (8, 69), (9, 71), (11, 69), (12, 67)], [(1, 75), (3, 74), (4, 73), (5, 74), (7, 73), (8, 71), (9, 72)], [(1, 75), (3, 75), (5, 76), (7, 74), (9, 74)]]",markov_midis\markov_song_328.mid
